|dates|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Gaston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|203.0|0|6.0|0|0.0|0
0|2020-05-18|208.0|0|6.0|0|0.0|0
0|2020-05-19|208.0|0|6.0|0|0.0|0
0|2020-05-20|210.0|0|6.0|0|0.0|0
0|2020-05-21|220.0|0|6.0|0|0.0|0
0|2020-05-22|247.0|0|6.0|0|0.0|0
0|2020-05-23|247.0|0|6.0|0|0.0|0
