|dates|Washington_Virginia_UnitedStates.JHU_ConfirmedCases.data|Washington_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Washington_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|51.0|0|4.0|0|0.0|0
0|2020-05-28|51.0|0|4.0|0|0.0|0
0|2020-05-29|51.0|0|4.0|0|0.0|0
0|2020-05-30|51.0|0|4.0|0|0.0|0
