|dates|Sumter_Alabama_UnitedStates.JHU_ConfirmedCases.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|115.0|0|4.0|0|0.0|0
0|2020-05-15|120.0|0|4.0|0|0.0|0
0|2020-05-16|120.0|0|4.0|0|0.0|0
