|dates|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.data|Lake_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|27.0|0|0.0|0|0.0|0
0|2020-05-25|27.0|0|0.0|0|0.0|0
0|2020-05-26|27.0|0|0.0|0|0.0|0
