|dates|Imperial_California_UnitedStates.JHU_ConfirmedCases.data|Imperial_California_UnitedStates.JHU_ConfirmedCases.missing|Imperial_California_UnitedStates.JHU_ConfirmedDeaths.data|Imperial_California_UnitedStates.JHU_ConfirmedDeaths.missing|Imperial_California_UnitedStates.JHU_ConfirmedRecoveries.data|Imperial_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|786.0|0|15.0|0|0.0|0
0|2020-05-18|876.0|0|15.0|0|0.0|0
0|2020-05-19|902.0|0|18.0|0|0.0|0
0|2020-05-20|985.0|0|19.0|0|0.0|0
0|2020-05-21|1076.0|0|21.0|0|0.0|0
0|2020-05-22|1076.0|0|21.0|0|0.0|0
0|2020-05-23|1076.0|0|21.0|0|0.0|0
