|dates|Warren_Georgia_UnitedStates.JHU_ConfirmedCases.data|Warren_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Warren_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|16.0|0|0.0|0|0.0|0
0|2020-05-16|16.0|0|0.0|0|0.0|0
