|dates|Montrose_Colorado_UnitedStates.JHU_ConfirmedCases.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Montrose_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Montrose_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|136.0|0|11.0|0|0.0|0
0|2020-05-18|136.0|0|11.0|0|0.0|0
0|2020-05-19|136.0|0|11.0|0|0.0|0
0|2020-05-20|136.0|0|11.0|0|0.0|0
0|2020-05-21|147.0|0|12.0|0|0.0|0
0|2020-05-22|152.0|0|12.0|0|0.0|0
0|2020-05-23|152.0|0|12.0|0|0.0|0
