|dates|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Doddridge_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1246.0|0|48.0|0|0.0|0
0|2020-05-25|1246.0|0|48.0|0|0.0|0
0|2020-05-26|1246.0|0|48.0|0|0.0|0
