|dates|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.data|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|95.0|0|6.0|0|0.0|0
0|2020-05-25|95.0|0|6.0|0|0.0|0
0|2020-05-26|95.0|0|6.0|0|0.0|0
