|dates|Douglas_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Douglas_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3583.0|0|23.0|0|0.0|0
0|2020-05-28|3583.0|0|23.0|0|0.0|0
0|2020-05-29|3583.0|0|23.0|0|0.0|0
0|2020-05-30|3583.0|0|23.0|0|0.0|0
