|dates|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedCases.data|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|71.0|0|2.0|0|0.0|0
0|2020-05-18|72.0|0|2.0|0|0.0|0
0|2020-05-19|72.0|0|2.0|0|0.0|0
0|2020-05-20|72.0|0|2.0|0|0.0|0
0|2020-05-21|72.0|0|2.0|0|0.0|0
0|2020-05-22|74.0|0|2.0|0|0.0|0
0|2020-05-23|74.0|0|2.0|0|0.0|0
