|dates|Kossuth_Iowa_UnitedStates.JHU_ConfirmedCases.data|Kossuth_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Kossuth_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Kossuth_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Kossuth_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Kossuth_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3.0|0|0.0|0|0.0|0
0|2020-05-18|5.0|0|0.0|0|0.0|0
0|2020-05-19|4.0|0|0.0|0|0.0|0
0|2020-05-20|7.0|0|0.0|0|0.0|0
0|2020-05-21|7.0|0|0.0|0|0.0|0
0|2020-05-22|7.0|0|0.0|0|0.0|0
0|2020-05-23|7.0|0|0.0|0|0.0|0
