|dates|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|57.0|0|4.0|0|0.0|0
0|2020-05-25|57.0|0|4.0|0|0.0|0
0|2020-05-26|57.0|0|4.0|0|0.0|0
