|dates|Marion_Alabama_UnitedStates.JHU_ConfirmedCases.data|Marion_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Marion_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|113.0|0|10.0|0|0.0|0
0|2020-05-25|114.0|0|10.0|0|0.0|0
0|2020-05-26|114.0|0|10.0|0|0.0|0
