|dates|Stevens_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Stevens_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Stevens_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Stevens_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Stevens_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Stevens_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
