|dates|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|792.0|0|50.0|0|0.0|0
0|2020-05-18|818.0|0|50.0|0|0.0|0
0|2020-05-19|845.0|0|52.0|0|0.0|0
0|2020-05-20|858.0|0|52.0|0|0.0|0
0|2020-05-21|880.0|0|52.0|0|0.0|0
0|2020-05-22|897.0|0|52.0|0|0.0|0
0|2020-05-23|897.0|0|52.0|0|0.0|0
