|dates|Anderson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Anderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|10.0|0|1.0|0|0.0|0
0|2020-05-18|13.0|0|1.0|0|0.0|0
0|2020-05-19|13.0|0|1.0|0|0.0|0
0|2020-05-20|15.0|0|1.0|0|0.0|0
0|2020-05-21|15.0|0|1.0|0|0.0|0
0|2020-05-22|15.0|0|1.0|0|0.0|0
0|2020-05-23|15.0|0|1.0|0|0.0|0
