|dates|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Allegan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|211.0|0|6.0|0|0.0|0
0|2020-05-28|211.0|0|6.0|0|0.0|0
0|2020-05-29|211.0|0|6.0|0|0.0|0
0|2020-05-30|211.0|0|6.0|0|0.0|0
