|dates|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Claiborne_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7.0|0|0.0|0|0.0|0
0|2020-05-18|8.0|0|0.0|0|0.0|0
0|2020-05-19|8.0|0|0.0|0|0.0|0
0|2020-05-20|8.0|0|0.0|0|0.0|0
0|2020-05-21|8.0|0|0.0|0|0.0|0
0|2020-05-22|8.0|0|0.0|0|0.0|0
0|2020-05-23|8.0|0|0.0|0|0.0|0
