|dates|Yolo_California_UnitedStates.JHU_ConfirmedCases.data|Yolo_California_UnitedStates.JHU_ConfirmedCases.missing|Yolo_California_UnitedStates.JHU_ConfirmedDeaths.data|Yolo_California_UnitedStates.JHU_ConfirmedDeaths.missing|Yolo_California_UnitedStates.JHU_ConfirmedRecoveries.data|Yolo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|184.0|0|22.0|0|0.0|0
0|2020-05-18|184.0|0|22.0|0|0.0|0
0|2020-05-19|185.0|0|22.0|0|0.0|0
0|2020-05-20|185.0|0|22.0|0|0.0|0
0|2020-05-21|185.0|0|22.0|0|0.0|0
0|2020-05-22|186.0|0|22.0|0|0.0|0
0|2020-05-23|186.0|0|22.0|0|0.0|0
