|dates|King_Washington_UnitedStates.JHU_ConfirmedCases.data|King_Washington_UnitedStates.JHU_ConfirmedCases.missing|King_Washington_UnitedStates.JHU_ConfirmedDeaths.data|King_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7472.0|0|527.0|0|0.0|0
0|2020-05-18|7515.0|0|528.0|0|0.0|0
0|2020-05-19|7565.0|0|534.0|0|0.0|0
0|2020-05-20|7602.0|0|535.0|0|0.0|0
0|2020-05-21|7630.0|0|539.0|0|0.0|0
0|2020-05-22|7669.0|0|542.0|0|0.0|0
0|2020-05-23|7669.0|0|542.0|0|0.0|0
