|dates|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bossier_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|344.0|0|23.0|0|0.0|0
0|2020-05-18|346.0|0|24.0|0|0.0|0
0|2020-05-19|348.0|0|24.0|0|0.0|0
0|2020-05-20|353.0|0|24.0|0|0.0|0
0|2020-05-21|374.0|0|24.0|0|0.0|0
0|2020-05-22|380.0|0|24.0|0|0.0|0
0|2020-05-23|380.0|0|24.0|0|0.0|0
