|dates|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Nash_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|184.0|0|4.0|0|0.0|0
0|2020-05-28|184.0|0|4.0|0|0.0|0
0|2020-05-29|184.0|0|4.0|0|0.0|0
0|2020-05-30|184.0|0|4.0|0|0.0|0
