|dates|Tate_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tate_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tate_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tate_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tate_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tate_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|0.0|0|0.0|0
0|2020-05-18|55.0|0|0.0|0|0.0|0
0|2020-05-19|55.0|0|1.0|0|0.0|0
0|2020-05-20|56.0|0|1.0|0|0.0|0
0|2020-05-21|58.0|0|1.0|0|0.0|0
0|2020-05-22|59.0|0|1.0|0|0.0|0
0|2020-05-23|59.0|0|1.0|0|0.0|0
