|dates|Gulf_Florida_UnitedStates.JHU_ConfirmedCases.data|Gulf_Florida_UnitedStates.JHU_ConfirmedCases.missing|Gulf_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Gulf_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Gulf_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Gulf_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
