|dates|Corson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Corson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Corson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Corson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3.0|0|0.0|0|0.0|0
0|2020-05-18|4.0|0|0.0|0|0.0|0
0|2020-05-19|4.0|0|0.0|0|0.0|0
0|2020-05-20|4.0|0|0.0|0|0.0|0
0|2020-05-21|4.0|0|0.0|0|0.0|0
0|2020-05-22|4.0|0|0.0|0|0.0|0
0|2020-05-23|4.0|0|0.0|0|0.0|0
