|dates|OutofNY_NewYork_UnitedStates.JHU_ConfirmedCases.data|OutofNY_NewYork_UnitedStates.JHU_ConfirmedCases.missing|OutofNY_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|OutofNY_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNY_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNY_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
