|dates|Washington_Vermont_UnitedStates.JHU_ConfirmedCases.data|Washington_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Washington_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|39.0|0|1.0|0|0.0|0
0|2020-05-25|39.0|0|1.0|0|0.0|0
0|2020-05-26|39.0|0|1.0|0|0.0|0
