|dates|Allen_Ohio_UnitedStates.JHU_ConfirmedCases.data|Allen_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Allen_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Allen_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Allen_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Allen_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|164.0|0|30.0|0|0.0|0
0|2020-05-15|164.0|0|30.0|0|0.0|0
0|2020-05-16|164.0|0|30.0|0|0.0|0
