|dates|Botetourt_Virginia_UnitedStates.JHU_ConfirmedCases.data|Botetourt_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Botetourt_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Botetourt_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Botetourt_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Botetourt_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|30.0|0|3.0|0|0.0|0
0|2020-05-15|30.0|0|3.0|0|0.0|0
0|2020-05-16|30.0|0|3.0|0|0.0|0
