|dates|Johnson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|82.0|0|2.0|0|0.0|0
0|2020-05-28|82.0|0|2.0|0|0.0|0
0|2020-05-29|82.0|0|2.0|0|0.0|0
0|2020-05-30|82.0|0|2.0|0|0.0|0
