|dates|Iberville_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberville_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberville_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberville_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|537.0|0|38.0|0|0.0|0
0|2020-05-15|543.0|0|38.0|0|0.0|0
0|2020-05-16|543.0|0|38.0|0|0.0|0
