|dates|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedCases.data|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Poweshiek_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|86.0|0|8.0|0|0.0|0
0|2020-05-18|86.0|0|8.0|0|0.0|0
0|2020-05-19|87.0|0|8.0|0|0.0|0
0|2020-05-20|88.0|0|8.0|0|0.0|0
0|2020-05-21|88.0|0|8.0|0|0.0|0
0|2020-05-22|87.0|0|8.0|0|0.0|0
0|2020-05-23|87.0|0|8.0|0|0.0|0
