|dates|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|111.0|0|5.0|0|0.0|0
0|2020-05-18|111.0|0|5.0|0|0.0|0
0|2020-05-19|108.0|0|5.0|0|0.0|0
0|2020-05-20|108.0|0|5.0|0|0.0|0
0|2020-05-21|116.0|0|5.0|0|0.0|0
0|2020-05-22|120.0|0|5.0|0|0.0|0
0|2020-05-23|120.0|0|5.0|0|0.0|0
