|dates|Windsor_Vermont_UnitedStates.JHU_ConfirmedCases.data|Windsor_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Windsor_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Windsor_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Windsor_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Windsor_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|47.0|0|2.0|0|0.0|0
0|2020-05-18|47.0|0|2.0|0|0.0|0
0|2020-05-19|48.0|0|2.0|0|0.0|0
0|2020-05-20|48.0|0|2.0|0|0.0|0
0|2020-05-21|49.0|0|2.0|0|0.0|0
0|2020-05-22|49.0|0|2.0|0|0.0|0
0|2020-05-23|49.0|0|2.0|0|0.0|0
