|dates|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|258.0|0|24.0|0|0.0|0
0|2020-05-25|261.0|0|24.0|0|0.0|0
0|2020-05-26|261.0|0|24.0|0|0.0|0
