|dates|Tioga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Tioga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Tioga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|124.0|0|21.0|0|0.0|0
0|2020-05-28|124.0|0|21.0|0|0.0|0
0|2020-05-29|124.0|0|21.0|0|0.0|0
0|2020-05-30|124.0|0|21.0|0|0.0|0
