|dates|Cleburne_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cleburne_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cleburne_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cleburne_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cleburne_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cleburne_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|13.0|0|1.0|0|0.0|0
0|2020-05-18|13.0|0|1.0|0|0.0|0
0|2020-05-19|13.0|0|1.0|0|0.0|0
0|2020-05-20|13.0|0|1.0|0|0.0|0
0|2020-05-21|13.0|0|1.0|0|0.0|0
0|2020-05-22|13.0|0|1.0|0|0.0|0
0|2020-05-23|13.0|0|1.0|0|0.0|0
