|dates|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Beauregard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|61.0|0|4.0|0|0.0|0
0|2020-05-28|61.0|0|4.0|0|0.0|0
0|2020-05-29|61.0|0|4.0|0|0.0|0
0|2020-05-30|61.0|0|4.0|0|0.0|0
