|dates|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Forsyth_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1022.0|0|9.0|0|0.0|0
0|2020-05-28|1022.0|0|9.0|0|0.0|0
0|2020-05-29|1022.0|0|9.0|0|0.0|0
0|2020-05-30|1022.0|0|9.0|0|0.0|0
