|dates|LittleRiver_Arkansas_UnitedStates.JHU_ConfirmedCases.data|LittleRiver_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|LittleRiver_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|LittleRiver_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|LittleRiver_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|LittleRiver_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3525.0|0|83.0|0|0.0|0
0|2020-05-15|3525.0|0|83.0|0|0.0|0
0|2020-05-16|3525.0|0|83.0|0|0.0|0
