|dates|Converse_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Converse_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Converse_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Converse_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Converse_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Converse_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|23.0|0|0.0|0|0.0|0
0|2020-05-18|23.0|0|0.0|0|0.0|0
0|2020-05-19|24.0|0|0.0|0|0.0|0
0|2020-05-20|24.0|0|0.0|0|0.0|0
0|2020-05-21|24.0|0|0.0|0|0.0|0
0|2020-05-22|24.0|0|0.0|0|0.0|0
0|2020-05-23|24.0|0|0.0|0|0.0|0
