|dates|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|646.0|0|67.0|0|0.0|0
0|2020-05-18|703.0|0|68.0|0|0.0|0
0|2020-05-19|712.0|0|69.0|0|0.0|0
0|2020-05-20|720.0|0|71.0|0|0.0|0
0|2020-05-21|733.0|0|70.0|0|0.0|0
0|2020-05-22|755.0|0|73.0|0|0.0|0
0|2020-05-23|755.0|0|73.0|0|0.0|0
