|dates|Greene_Alabama_UnitedStates.JHU_ConfirmedCases.data|Greene_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Greene_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|81.0|0|4.0|0|0.0|0
0|2020-05-18|87.0|0|4.0|0|0.0|0
0|2020-05-19|87.0|0|4.0|0|0.0|0
0|2020-05-20|86.0|0|4.0|0|0.0|0
0|2020-05-21|87.0|0|4.0|0|0.0|0
0|2020-05-22|88.0|0|4.0|0|0.0|0
0|2020-05-23|88.0|0|4.0|0|0.0|0
