|dates|Jackson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|0.0|0|0.0|0
0|2020-05-18|31.0|0|0.0|0|0.0|0
0|2020-05-19|32.0|0|0.0|0|0.0|0
0|2020-05-20|33.0|0|0.0|0|0.0|0
0|2020-05-21|36.0|0|0.0|0|0.0|0
0|2020-05-22|84.0|0|0.0|0|0.0|0
0|2020-05-23|84.0|0|0.0|0|0.0|0
