|dates|Polk_Florida_UnitedStates.JHU_ConfirmedCases.data|Polk_Florida_UnitedStates.JHU_ConfirmedCases.missing|Polk_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|869.0|0|49.0|0|0.0|0
0|2020-05-25|878.0|0|49.0|0|0.0|0
0|2020-05-26|878.0|0|49.0|0|0.0|0
