|dates|Catoosa_Georgia_UnitedStates.JHU_ConfirmedCases.data|Catoosa_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Catoosa_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Catoosa_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Catoosa_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Catoosa_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|101.0|0|0.0|0|0.0|0
0|2020-05-25|105.0|0|0.0|0|0.0|0
0|2020-05-26|105.0|0|0.0|0|0.0|0
