|dates|ContraCosta_California_UnitedStates.JHU_ConfirmedCases.data|ContraCosta_California_UnitedStates.JHU_ConfirmedCases.missing|ContraCosta_California_UnitedStates.JHU_ConfirmedDeaths.data|ContraCosta_California_UnitedStates.JHU_ConfirmedDeaths.missing|ContraCosta_California_UnitedStates.JHU_ConfirmedRecoveries.data|ContraCosta_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1321.0|0|36.0|0|0.0|0
0|2020-05-25|1336.0|0|37.0|0|0.0|0
0|2020-05-26|1336.0|0|37.0|0|0.0|0
