|dates|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8406.0|0|445.0|0|0.0|0
0|2020-05-28|8406.0|0|445.0|0|0.0|0
0|2020-05-29|8406.0|0|445.0|0|0.0|0
0|2020-05-30|8406.0|0|445.0|0|0.0|0
