|dates|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|3.0|0|0.0|0
0|2020-05-18|57.0|0|3.0|0|0.0|0
0|2020-05-19|57.0|0|3.0|0|0.0|0
0|2020-05-20|57.0|0|3.0|0|0.0|0
0|2020-05-21|57.0|0|3.0|0|0.0|0
0|2020-05-22|57.0|0|3.0|0|0.0|0
0|2020-05-23|57.0|0|3.0|0|0.0|0
