|dates|Skagit_Washington_UnitedStates.JHU_ConfirmedCases.data|Skagit_Washington_UnitedStates.JHU_ConfirmedCases.missing|Skagit_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Skagit_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Skagit_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Skagit_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|428.0|0|15.0|0|0.0|0
0|2020-05-28|428.0|0|15.0|0|0.0|0
0|2020-05-29|428.0|0|15.0|0|0.0|0
0|2020-05-30|428.0|0|15.0|0|0.0|0
