|dates|Osceola_Florida_UnitedStates.JHU_ConfirmedCases.data|Osceola_Florida_UnitedStates.JHU_ConfirmedCases.missing|Osceola_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Osceola_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Osceola_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Osceola_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|673.0|0|19.0|0|0.0|0
0|2020-05-28|673.0|0|19.0|0|0.0|0
0|2020-05-29|673.0|0|19.0|0|0.0|0
0|2020-05-30|673.0|0|19.0|0|0.0|0
