|dates|Todd_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Todd_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Todd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Todd_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Todd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Todd_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|0.0|0|0.0|0
0|2020-05-28|17.0|0|0.0|0|0.0|0
0|2020-05-29|17.0|0|0.0|0|0.0|0
0|2020-05-30|17.0|0|0.0|0|0.0|0
