|dates|Calhoun_Texas_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Texas_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|3.0|0|0.0|0
0|2020-05-18|36.0|0|3.0|0|0.0|0
0|2020-05-19|36.0|0|3.0|0|0.0|0
0|2020-05-20|37.0|0|3.0|0|0.0|0
0|2020-05-21|37.0|0|3.0|0|0.0|0
0|2020-05-22|37.0|0|3.0|0|0.0|0
0|2020-05-23|37.0|0|3.0|0|0.0|0
