|dates|Wyandot_Ohio_UnitedStates.JHU_ConfirmedCases.data|Wyandot_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Wyandot_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Wyandot_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Wyandot_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Wyandot_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|2.0|0|0.0|0
0|2020-05-18|30.0|0|2.0|0|0.0|0
0|2020-05-19|31.0|0|2.0|0|0.0|0
0|2020-05-20|33.0|0|2.0|0|0.0|0
0|2020-05-21|33.0|0|2.0|0|0.0|0
0|2020-05-22|33.0|0|2.0|0|0.0|0
0|2020-05-23|33.0|0|2.0|0|0.0|0
