|dates|Howard_Maryland_UnitedStates.JHU_ConfirmedCases.data|Howard_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Howard_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Howard_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Howard_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Howard_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1378.0|0|43.0|0|0.0|0
0|2020-05-18|1416.0|0|45.0|0|0.0|0
0|2020-05-19|1465.0|0|49.0|0|0.0|0
0|2020-05-20|1494.0|0|50.0|0|0.0|0
0|2020-05-21|1548.0|0|49.0|0|0.0|0
0|2020-05-22|1586.0|0|50.0|0|0.0|0
0|2020-05-23|1586.0|0|50.0|0|0.0|0
