|dates|Fannin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fannin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fannin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fannin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|40.0|0|1.0|0|0.0|0
0|2020-05-28|40.0|0|1.0|0|0.0|0
0|2020-05-29|40.0|0|1.0|0|0.0|0
0|2020-05-30|40.0|0|1.0|0|0.0|0
