|dates|Sheridan_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sheridan_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sheridan_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sheridan_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sheridan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sheridan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
