|dates|Clinton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Clinton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|95.0|0|4.0|0|0.0|0
0|2020-05-25|95.0|0|4.0|0|0.0|0
0|2020-05-26|95.0|0|4.0|0|0.0|0
