|dates|Warrick_Indiana_UnitedStates.JHU_ConfirmedCases.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Warrick_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Warrick_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Warrick_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|164.0|0|26.0|0|0.0|0
0|2020-05-25|164.0|0|26.0|0|0.0|0
0|2020-05-26|164.0|0|26.0|0|0.0|0
