|dates|Hocking_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hocking_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hocking_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hocking_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hocking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hocking_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|29.0|0|1.0|0|0.0|0
0|2020-05-15|31.0|0|2.0|0|0.0|0
0|2020-05-16|31.0|0|2.0|0|0.0|0
