|dates|Kennebec_Maine_UnitedStates.JHU_ConfirmedCases.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedCases.missing|Kennebec_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Kennebec_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Kennebec_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|121.0|0|8.0|0|0.0|0
0|2020-05-18|121.0|0|8.0|0|0.0|0
0|2020-05-19|120.0|0|8.0|0|0.0|0
0|2020-05-20|121.0|0|8.0|0|0.0|0
0|2020-05-21|123.0|0|8.0|0|0.0|0
0|2020-05-22|124.0|0|9.0|0|0.0|0
0|2020-05-23|124.0|0|9.0|0|0.0|0
