|dates|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|107.0|0|0.0|0|0.0|0
0|2020-05-15|109.0|0|0.0|0|0.0|0
0|2020-05-16|109.0|0|0.0|0|0.0|0
