|dates|Natrona_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Natrona_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Natrona_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Natrona_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Natrona_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Natrona_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|56.0|0|0.0|0|0.0|0
0|2020-05-18|62.0|0|0.0|0|0.0|0
0|2020-05-19|64.0|0|0.0|0|0.0|0
0|2020-05-20|66.0|0|0.0|0|0.0|0
0|2020-05-21|67.0|0|0.0|0|0.0|0
0|2020-05-22|68.0|0|0.0|0|0.0|0
0|2020-05-23|68.0|0|0.0|0|0.0|0
